Model,Layer1,Layer2,Delta_acc1,Delta_acc2,Accuracy,Delta_acc
2912,stage2.unit4.quant_act1,stage3.unit1.quant_convbn1,0.406,0.044,77.068,0.41
2913,stage2.unit4.quant_act1,stage3.unit1.quant_act1,0.406,1.498,75.622,1.856
2914,stage2.unit4.quant_act1,stage3.unit1.quant_convbn2,0.406,0.146,77.116,0.362
2915,stage2.unit4.quant_act1,stage3.unit1.quant_act2,0.406,6.106,70.35,7.128
2916,stage2.unit4.quant_act1,stage3.unit1.quant_convbn3,0.406,0.168,77.026,0.452
2917,stage2.unit4.quant_act1,stage3.unit2.quant_act,0.406,0.324,76.92,0.558
2918,stage2.unit4.quant_act1,stage3.unit2.quant_convbn1,0.406,0.038,77.154,0.324
2919,stage2.unit4.quant_act1,stage3.unit2.quant_act1,0.406,1.442,75.546,1.932
2920,stage2.unit4.quant_act1,stage3.unit2.quant_convbn2,0.406,0.162,77.198,0.28
2921,stage2.unit4.quant_act1,stage3.unit2.quant_act2,0.406,0.53,76.544,0.934
2922,stage2.unit4.quant_act1,stage3.unit2.quant_convbn3,0.406,0.106,77.074,0.404
2923,stage2.unit4.quant_act1,stage3.unit3.quant_act,0.406,0.246,77.09,0.388
2924,stage2.unit4.quant_act1,stage3.unit3.quant_convbn1,0.406,0.25,77.034,0.444
2925,stage2.unit4.quant_act1,stage3.unit3.quant_act1,0.406,1.5,75.824,1.654
2926,stage2.unit4.quant_act1,stage3.unit3.quant_convbn2,0.406,0.174,77.038,0.44
2927,stage2.unit4.quant_act1,stage3.unit3.quant_act2,0.406,6.144,71.016,6.462
2928,stage2.unit4.quant_act1,stage3.unit3.quant_convbn3,0.406,0.176,77.026,0.452
2929,stage2.unit4.quant_act1,stage3.unit4.quant_act,0.406,0.43,76.824,0.654
2930,stage2.unit4.quant_act1,stage3.unit4.quant_convbn1,0.406,-0.036,77.136,0.342
2931,stage2.unit4.quant_act1,stage3.unit4.quant_act1,0.406,0.708,76.572,0.906
2932,stage2.unit4.quant_act1,stage3.unit4.quant_convbn2,0.406,0.156,77.054,0.424
2933,stage2.unit4.quant_act1,stage3.unit4.quant_act2,0.406,1.102,76.16,1.318
2934,stage2.unit4.quant_act1,stage3.unit4.quant_convbn3,0.406,0.194,77.078,0.4
2935,stage2.unit4.quant_act1,stage3.unit5.quant_act,0.406,0.308,76.848,0.63
2936,stage2.unit4.quant_act1,stage3.unit5.quant_convbn1,0.406,0.17,77.062,0.416
2937,stage2.unit4.quant_act1,stage3.unit5.quant_act1,0.406,1.986,75.37,2.108
2938,stage2.unit4.quant_act1,stage3.unit5.quant_convbn2,0.406,0.14,77.15,0.328
2939,stage2.unit4.quant_act1,stage3.unit5.quant_act2,0.406,3.05,74.042,3.436
2940,stage2.unit4.quant_act1,stage3.unit5.quant_convbn3,0.406,0.096,77.022,0.456
2941,stage2.unit4.quant_act1,stage3.unit6.quant_act,0.406,0.422,76.638,0.84
2942,stage2.unit4.quant_act1,stage3.unit6.quant_convbn1,0.406,0.18,77.036,0.442
2943,stage2.unit4.quant_act1,stage3.unit6.quant_act1,0.406,1.024,76.034,1.444
2944,stage2.unit4.quant_act1,stage3.unit6.quant_convbn2,0.406,0.116,76.968,0.51
2945,stage2.unit4.quant_act1,stage3.unit6.quant_act2,0.406,4.312,72.47,5.008
2946,stage2.unit4.quant_act1,stage3.unit6.quant_convbn3,0.406,0.116,76.942,0.536
2947,stage2.unit4.quant_act1,stage4.unit1.quant_act,0.406,12.264,64.786,12.692
2948,stage2.unit4.quant_act1,stage4.unit1.quant_convbn1,0.406,0.15,77,0.478
2949,stage2.unit4.quant_act1,stage4.unit1.quant_act1,0.406,0.256,76.916,0.562
2950,stage2.unit4.quant_act1,stage4.unit1.quant_convbn2,0.406,0.066,77.04,0.438
2951,stage2.unit4.quant_act1,stage4.unit1.quant_act2,0.406,0.15,77.036,0.442
2952,stage2.unit4.quant_act1,stage4.unit1.quant_convbn3,0.406,0.048,77.056,0.422
2953,stage2.unit4.quant_act1,stage4.unit2.quant_act,0.406,1.294,76.092,1.386
2954,stage2.unit4.quant_act1,stage4.unit2.quant_convbn1,0.406,0.216,76.896,0.582
2955,stage2.unit4.quant_act1,stage4.unit2.quant_act1,0.406,0.122,76.902,0.576
2956,stage2.unit4.quant_act1,stage4.unit2.quant_convbn2,0.406,0.024,76.99,0.488
2957,stage2.unit4.quant_act1,stage4.unit2.quant_act2,0.406,0.052,76.998,0.48
2958,stage2.unit4.quant_act1,stage4.unit2.quant_convbn3,0.406,0.148,77.006,0.472
2959,stage2.unit4.quant_act1,stage4.unit3.quant_act,0.406,1.1,76.066,1.412
2960,stage2.unit4.quant_act1,stage4.unit3.quant_convbn1,0.406,0.308,76.818,0.66
2961,stage2.unit4.quant_act1,stage4.unit3.quant_act1,0.406,0.222,76.946,0.532
2962,stage2.unit4.quant_act1,stage4.unit3.quant_convbn2,0.406,0.252,76.896,0.582
2963,stage2.unit4.quant_act1,stage4.unit3.quant_act2,0.406,0.512,76.604,0.874
2964,stage2.unit4.quant_act1,stage4.unit3.quant_convbn3,0.406,0.146,77,0.478
2965,stage2.unit4.quant_convbn2,stage2.unit4.quant_act2,0.158,0.324,77.154,0.324
2966,stage2.unit4.quant_convbn2,stage2.unit4.quant_convbn3,0.158,0.162,77.22,0.258
2967,stage2.unit4.quant_convbn2,stage3.unit1.quant_act,0.158,2.506,74.838,2.64
2968,stage2.unit4.quant_convbn2,stage3.unit1.quant_convbn1,0.158,0.044,77.256,0.222
2969,stage2.unit4.quant_convbn2,stage3.unit1.quant_act1,0.158,1.498,75.814,1.664
2970,stage2.unit4.quant_convbn2,stage3.unit1.quant_convbn2,0.158,0.146,77.316,0.162
2971,stage2.unit4.quant_convbn2,stage3.unit1.quant_act2,0.158,6.106,71.112,6.366
2972,stage2.unit4.quant_convbn2,stage3.unit1.quant_convbn3,0.158,0.168,77.2,0.278
2973,stage2.unit4.quant_convbn2,stage3.unit2.quant_act,0.158,0.324,77.136,0.342
2974,stage2.unit4.quant_convbn2,stage3.unit2.quant_convbn1,0.158,0.038,77.392,0.086
2975,stage2.unit4.quant_convbn2,stage3.unit2.quant_act1,0.158,1.442,76.042,1.436
2976,stage2.unit4.quant_convbn2,stage3.unit2.quant_convbn2,0.158,0.162,77.306,0.172
2977,stage2.unit4.quant_convbn2,stage3.unit2.quant_act2,0.158,0.53,76.834,0.644
2978,stage2.unit4.quant_convbn2,stage3.unit2.quant_convbn3,0.158,0.106,77.402,0.076
2979,stage2.unit4.quant_convbn2,stage3.unit3.quant_act,0.158,0.246,77.164,0.314
2980,stage2.unit4.quant_convbn2,stage3.unit3.quant_convbn1,0.158,0.25,77.26,0.218
2981,stage2.unit4.quant_convbn2,stage3.unit3.quant_act1,0.158,1.5,75.968,1.51
2982,stage2.unit4.quant_convbn2,stage3.unit3.quant_convbn2,0.158,0.174,77.192,0.286
2983,stage2.unit4.quant_convbn2,stage3.unit3.quant_act2,0.158,6.144,71.354,6.124
2984,stage2.unit4.quant_convbn2,stage3.unit3.quant_convbn3,0.158,0.176,77.3,0.178
2985,stage2.unit4.quant_convbn2,stage3.unit4.quant_act,0.158,0.43,77.018,0.46
2986,stage2.unit4.quant_convbn2,stage3.unit4.quant_convbn1,0.158,-0.036,77.262,0.216
2987,stage2.unit4.quant_convbn2,stage3.unit4.quant_act1,0.158,0.708,76.83,0.648
2988,stage2.unit4.quant_convbn2,stage3.unit4.quant_convbn2,0.158,0.156,77.286,0.192
2989,stage2.unit4.quant_convbn2,stage3.unit4.quant_act2,0.158,1.102,76.434,1.044
2990,stage2.unit4.quant_convbn2,stage3.unit4.quant_convbn3,0.158,0.194,77.368,0.11
2991,stage2.unit4.quant_convbn2,stage3.unit5.quant_act,0.158,0.308,77.25,0.228
2992,stage2.unit4.quant_convbn2,stage3.unit5.quant_convbn1,0.158,0.17,77.324,0.154
2993,stage2.unit4.quant_convbn2,stage3.unit5.quant_act1,0.158,1.986,75.438,2.04
2994,stage2.unit4.quant_convbn2,stage3.unit5.quant_convbn2,0.158,0.14,77.302,0.176
2995,stage2.unit4.quant_convbn2,stage3.unit5.quant_act2,0.158,3.05,74.392,3.086
2996,stage2.unit4.quant_convbn2,stage3.unit5.quant_convbn3,0.158,0.096,77.358,0.12
